#ClinGen Gene Curation Results
#24 Nov,2021
#Genomic Locations are reported on GRCh37 (hg19): GCF_000001405.13
#https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen
#to create link: https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=Gene Symbol
#Gene Symbol	Gene ID	cytoBand	Genomic Location	Haploinsufficiency Score	Haploinsufficiency Description	Haploinsufficiency PMID1	Haploinsufficiency PMID2	Haploinsufficiency PMID3	Haploinsufficiency PMID4	Haploinsufficiency PMID5	Haploinsufficiency PMID6	Triplosensitivity Score	Triplosensitivity Description	Triplosensitivity PMID1	Triplosensitivity PMID2	Triplosensitivity PMID3	Triplosensitivity PMID4	Triplosensitivity PMID5	Triplosensitivity PMID6	Date Last Evaluated	Loss phenotype OMIM ID	Triplosensitive phenotype OMIM ID
TRIOBP	11078	22q13.1	chr22:38092995-38172563	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	609823	
TRIP12	9320	2q36.3	chr2:230628553-230786725	3	Sufficient evidence for dosage pathogenicity	27848077	28251352					0	No evidence available							2018-04-02	617752	
TRIP4	9325	15q22.31	chr15:64680003-64747502	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2018-08-16	616866	
TRMT10A	93587	4q23	chr4:100467864-100485214	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	616033	
TRMU	55687	22q13.31	chr22:46731298-46753237	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	613070	
TRPM1	4308	15q13.3	chr15:31293264-31453476	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	613216	
TRPS1	7227	8q23.3	chr8:116420724-116681255	3	Sufficient evidence for dosage pathogenicity	31662300	21740822	11112658				0	No evidence available							2020-07-08	190350	
TRRAP	8295	7q22.1	chr7:98476113-98610866	1	Little evidence for dosage pathogenicity	28263302	23042115					0	No evidence available							2019-04-24		
TSC1	7248	9q34.13	chr9:135766735-135820020	3	Sufficient evidence for dosage pathogenicity	32917966	23389244	17304050				0	No evidence available							2020-10-13		
TSC2	7249	16p13.3	chr16:2097896-2138721	3	Sufficient evidence for dosage pathogenicity	31525612	10205261	29932062				0	No evidence available							2020-06-10	613254	
TSEN2	80746	3p25.2	chr3:12525931-12581123	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	612389	
TSEN54	283989	17q25.1	chr17:73512609-73520820	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22		
TSPAN7	7102	Xp11.4	chrX:38420731-38548172	2	Some evidence for dosage pathogenicity	12070254	10655063	26350204				0	No evidence available							2018-08-22	300210	
TSPEAR	54084	21q22.3	chr21:45917775-46131495	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	614861	
TTC19	54902	17p12	chr17:15902694-15932723	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	615157	
TTC21B	79809	2q24.3	chr2:166729872-166810348	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22		
TTC37	9652	5q15	chr5:94799599-94890709	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	222470	
TTC7A	57217	2p21	chr2:47143268-47303275	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	243150	
TTC8	123016	14q31.3	chr14:89290497-89344340	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	615985	
TTLL5	23093	14q24.3	chr14:76127551-76421425	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	615860	
TTN	7273	2q31.2	chr2:179390716-179672150	3	Sufficient evidence for dosage pathogenicity	22335739	23418287	31489791	24503780	28045975	25589632	0	No evidence available							2021-08-02		
TUBA1A	7846	12q13.12	chr12:49578578-49583107	0	No evidence available							0	No evidence available							2016-04-14		
TUBB3	10381	16q24.3	chr16:89988417-90002505	0	No evidence available							0	No evidence available							2017-08-30		
TUBB4A	10382	19p13.3	chr19:6494330-6502859	0	No evidence available							0	No evidence available							2014-11-19		
TUBGCP6	85378	22q13.33	chr22:50656118-50683400	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	251270	
TUFM	7284	16p11.2	chr16:28853732-28857729	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	610678	
TWIST1	7291	7p21.1	chr7:19155091-19157295	3	Sufficient evidence for dosage pathogenicity	16251895	15923834	22544111				0	No evidence available							2020-12-16	101400	
TWIST2	117581	2q37.3	chr2:239756673-239832244	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	227260	
TYMP	1890	22q13.33	chr22:50964181-50968514	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	603041	
TYROBP	7305	19q13.12	chr19:36395303-36399211	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	221770	
TYRP1	7306	9p23	chr9:12693386-12710266	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	203290	
UBE2A	7319	Xq24	chrX:118708430-118718392	3	Sufficient evidence for dosage pathogenicity	16909393	23685073	24053514				0	No evidence available							2019-05-22	300860	
UBE2T	29089	1q32.1	chr1:202300785-202311094	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2020-09-01		
UBE3A	7337	15q11.2	chr15:25582396-25684175	3	Sufficient evidence for dosage pathogenicity	20034088	19213023	8988172				0	No evidence available							2012-08-23	105830	
UBE3B	89910	12q24.11	chr12:109915428-109974510	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	244450	
UBN2	254048	7q34	chr7:138916231-138992982	1	Little evidence for dosage pathogenicity	25363768)	28263302	25363760				0	No evidence available							2019-05-22		
UBR1	197131	15q15.2	chr15:43235095-43398286	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	243800	
UNC93A	54346	6q27	chr6:167704803-167729502	40	Dosage sensitivity unlikely	32487729	22344438	28406212	25807282	32461654		0	No evidence available							2021-02-03		
UPB1	51733	22q11.23	chr22:24891251-24922553	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	613161	
UPF2	26019	10p14	chr10:11962021-12085169	0	No evidence available							0	No evidence available							2019-02-13		
UPF3B	65109	Xq24	chrX:118967989-118986991	3	Sufficient evidence for dosage pathogenicity	19238151	20479756	17704778	22957832	31737052	22609145	0	No evidence available							2021-02-09	300676	
UROS	7390	10q26.2	chr10:127473549-127511837	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	263700	
USH1C	10083	11p15.1	chr11:17515442-17565963	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2012-04-07	276904	
USH1G	124590	17q25.1	chr17:72912176-72919358	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	606943	
USH2A	7399	1q41	chr1:215796236-216596738	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	276901	
USP9X	8239	Xp11.4	chrX:40944888-41095832	3	Sufficient evidence for dosage pathogenicity	26833328	24607389	28377321				0	No evidence available							2018-03-28	300919	
UVSSA	57654	4p16.3	chr4:1341054-1381837	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	614640	
VAMP7	6845	Xq28 and Yq12	chrX:155110943-155173433	0	No evidence available							0	No evidence available							2012-09-06		
VCX3A	51481	Xp22.31	chrX:6451659-6453159	0	No evidence available							40	Dosage sensitivity unlikely							2012-10-12		
VEGFA	7422	6p21.1	chr6:43737946-43754224	1	Little evidence for dosage pathogenicity	20420808						0	No evidence available							2012-04-25		
VHL	7428	3p25.3	chr3:10183319-10195354	3	Sufficient evidence for dosage pathogenicity	20151405						0	No evidence available							2017-06-28	193300	
VLDLR	7436	9p24.2	chr9:2621774-2656103	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	224050	
VPS13A	23230	9q21.2	chr9:79792361-80032399	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	200150	
VPS13B	157680	8q22.2	chr8:100025494-100889814	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2013-06-26	216550	
VPS26C	10311	21q22.13	chr21:38595721-38640409	0	No evidence available							0	No evidence available							2012-04-24		
VPS37A	137492	8p22	chr8:17104401-17155533	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	614898	
VPS53	55275	17p13.3	chr17:411908-618096	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	615851	
WAC	51322	10p12.1|10p12.1-p11.2	chr10:28821517-28912041	3	Sufficient evidence for dosage pathogenicity	26757981	26264232	28263302	26795593	25356899	26325558	0	No evidence available							2018-02-28	616708	
WDPCP	51057	2p15	chr2:63348518-63815867	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22		
WDR35	57539	2p24.1	chr2:20110024-20189884	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2013-06-19		
WDR45	11152	Xp11.23	chrX:48932092-48958059	3	Sufficient evidence for dosage pathogenicity	23435086	23687123	25044655				0	No evidence available							2015-04-09	300894	
WDR62	284403	19q13.12	chr19:36545783-36596012	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	604317	
WDR72	256764	15q21.3	chr15:53805938-54055075	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	613211	
WFS1	7466	4p16.1	chr4:6271577-6304992	0	No evidence available							0	No evidence available							2012-02-08		
WHRN	25861	9q32	chr9:117164360-117267736	30	Gene associated with autosomal recessive phenotype	12833159	15841483					0	No evidence available							2016-08-22	607084	
WNT7A	7476	3p25.1	chr3:13860082-13921618	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22		
WRAP53	55135	17p13.1	chr17:7589389-7606820	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2017-12-15	613988	
WRN	7486	8p12	chr8:30890778-31031277	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2015-03-25	277700	
WWOX	51741	16q23.1-q23.2	chr16:78133310-79246564	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2017-11-08	614322	
XDH	7498	2p23.1	chr2:31557188-31637611	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	278300	
XIAP	331	Xq25	chrX:122993662-123047829	3	Sufficient evidence for dosage pathogenicity							0	No evidence available							2012-07-06	300635	
XIST	7503	Xq13.2	chrX:73040486-73072588	3	Sufficient evidence for dosage pathogenicity	8265665	11896455	28947658				0	No evidence available							2020-04-22	300087	
XPA	7507	9q22.33	chr9:100437191-100459691	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	278700	
XPC	7508	3p25.1	chr3:14186647-14220172	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	278720	
XPNPEP3	63929	22q13.2	chr22:41253085-41328823	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	613159	
XYLT1	64131	16p12.3	chr16:17196181-17564738	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	615777	
YAP1	10413	11q22.1	chr11:101981192-102104154	1	Little evidence for dosage pathogenicity	24462371						0	No evidence available							2014-11-13	120433	
YTHDC1	91746	4q13.2	chr4:69176105-69215835	1	Little evidence for dosage pathogenicity	27824329	24463507					0	No evidence available							2019-04-24		
YWHAE	7531	17p13.3	chr17:1247834-1303556	0	No evidence available	20452996						0	No evidence available							2014-06-19		
ZBTB18	10472	1q44	chr1:244212241-244220778	3	Sufficient evidence for dosage pathogenicity	24193349	28283832	27598823				0	No evidence available							2019-04-24	612337	
ZBTB24	9841	6q21	chr6:109783719-109804440	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	614069	
ZC4H2	55906	Xq11.2	chrX:64135682-64254624	3	Sufficient evidence for dosage pathogenicity	31206972	29254829	23623388				0	No evidence available							2020-04-22	314580	
ZDHHC15	158866	Xq13.3	chrX:74588262-74743337	0	No evidence available							0	No evidence available							2012-07-25		
ZDHHC9	51114	Xq26.1	chrX:128937264-128977910	3	Sufficient evidence for dosage pathogenicity	17436253	20848651	24357419	26350204	26633542	29681091	0	No evidence available							2021-10-12		
ZEB2	9839	2q22.3	chr2:145141942-145277958	3	Sufficient evidence for dosage pathogenicity	16053902	15121779	19842203				0	No evidence available	29263819						2020-06-24	235730	
ZFPM2	23414	8q23.1	chr8:106331147-106816767	1	Little evidence for dosage pathogenicity	16103912	21525063	2470247	21739578			0	No evidence available							2021-09-20		
ZFYVE26	23503	14q24.1	chr14:68213237-68283306	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	270700	
ZIC1	7545	3q24	chr3:147127181-147134506	0	No evidence available							0	No evidence available							2021-07-19		
ZIC2	7546	13q32.3	chr13:100634026-100639019	3	Sufficient evidence for dosage pathogenicity	9771712	11479728	21638761				0	No evidence available							2012-07-06	609637	
ZIC3	7547	Xq26.3	chrX:136648286-136659850	3	Sufficient evidence for dosage pathogenicity	27821535	24123890	14681828				0	No evidence available							2020-12-02	306955	
ZIC4	84107	3q24	chr3:147103835-147124596	0	No evidence available							0	No evidence available							2021-08-25		
ZIM2	23619	19q13.43	chr19:57285915-57352097	0	No evidence available							0	No evidence available							2012-05-17		
ZMYM3	9203	Xq13.1	chrX:70459474-70475047	0	No evidence available							0	No evidence available							2012-07-25		
ZMYND11	10771	10p15.3	chr10:180405-300577	3	Sufficient evidence for dosage pathogenicity	25217958	22542183	27626064				0	No evidence available	23375656						2018-03-28	616083	
ZMYND15	84225	17p13.2	chr17:4643310-4649414	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	615842	
ZNF141	7700	4p16.3	chr4:331596-367691	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	615226	
ZNF264	9422	19q13.43	chr19:57702868-57734214	0	No evidence available							0	No evidence available							2012-05-10		
ZNF407	55628	18q22.3	chr18:72342919-72777628	0	No evidence available							0	No evidence available							2012-07-11		
ZNF41	7592	Xp11.3	chrX:47304577-47342668	1	Little evidence for dosage pathogenicity	14628291						0	No evidence available							2012-10-24		
