Entity Name	Entity type	Gene Symbol	Sources(; separated)	Level4	Level3	Level2	Model_Of_Inheritance	Phenotypes	Omim	Orphanet	HPO	Publications	Description	Flagged	GEL_Status	UserRatings_Green_amber_red	version	ready	Mode of pathogenicity	EnsemblId(GRch37)	EnsemblId(GRch38)	HGNC	Position Chromosome	Position GRCh37 Start	Position GRCh37 End	Position GRCh38 Start	Position GRCh38 End	STR Repeated Sequence	STR Normal Repeats	STR Pathogenic Repeats	Region Haploinsufficiency Score	Region Triplosensitivity Score	Region Required Overlap Percentage	Region Variant Type	Region Verbose Name
CXCR2	gene	CXCR2	Expert Review Red;Literature	Primary immunodeficiency			BIALLELIC, autosomal or pseudoautosomal	WHIM syndrome 2, OMIM:619407				24777453		False	1	0;0;100	2.465	False		ENSG00000180871	ENSG00000180871	HGNC:6027													
CXorf36	gene	CXorf36	Literature	Primary immunodeficiency			Unknown	primary immunodeficiency						False	1	0;0;100	2.465	False		ENSG00000147113	ENSG00000147113	HGNC:25866													
EPCAM	gene	EPCAM	Expert Review Red;GOSH PID v.8.0	Primary immunodeficiency			BIALLELIC, autosomal or pseudoautosomal	Diarrhea 5, with tufting enteropathy, congenital						False	1	0;50;50	2.465	False		ENSG00000119888	ENSG00000119888	HGNC:11529													
ERCC2	gene	ERCC2	Expert Review Red;London North GLH;NHS GMS;North West GLH;Other;Victorian Clinical Genetics Services	Primary immunodeficiency			Unknown	Combined immunodeficiency (CID) in a child affected by trichothiodystrophy (TTD);CD4 + lymphopenia				11737070		False	1	0;0;100	2.465	False		ENSG00000104884	ENSG00000104884	HGNC:3434													
ERCC3	gene	ERCC3	Expert Review Red;London North GLH;NHS GMS;North West GLH;Victorian Clinical Genetics Services	Primary immunodeficiency			BIALLELIC, autosomal or pseudoautosomal	none				none		False	1	0;0;100	2.465	False		ENSG00000163161	ENSG00000163161	HGNC:3435													
ERCC4	gene	ERCC4	IUIS Classification December 2019	Primary immunodeficiency			BIALLELIC, autosomal or pseudoautosomal	Fanconi anemia, complementation group Q, 615272;Bone marrow failure;Fanconi Anemia Type Q;Normal to low NK, CNS, skeletal, skin, cardiac, GI, urogenital anomalies, increased chromosomal breakage				32086639;32048120		False	1	0;0;0	2.465	False		ENSG00000175595	ENSG00000175595	HGNC:3436													
FAAP24	gene	FAAP24	Expert Review Red;IUIS Classification December 2019;IUIS Classification February 2018;Other	Primary immunodeficiency			BIALLELIC, autosomal or pseudoautosomal	Diseases of Immune Dysregulation;EBV infection-driven lymphoproliferative disease				32086639;17289582;27473539;32048120		False	1	0;0;100	2.465	False		ENSG00000131944	ENSG00000131944	HGNC:28467													
FANCF	gene	FANCF	IUIS Classification December 2019	Primary immunodeficiency			BIALLELIC, autosomal or pseudoautosomal	Normal to low NK, CNS, skeletal, skin, cardiac, GI, urogenital anomalies, increased chromosomal breakage;Fanconi Anemia Type F;Fanconi anemia, complementation group F, 603467;Bone marrow failure				32086639;32048120		False	1	0;0;0	2.465	False		ENSG00000183161	ENSG00000183161	HGNC:3587													
FANCI	gene	FANCI	IUIS Classification December 2019	Primary immunodeficiency			BIALLELIC, autosomal or pseudoautosomal	Fanconi anemia, complementation group I, 609053;Normal to low NK, CNS, skeletal, skin, cardiac, GI, urogenital anomalies, increased chromosomal breakage;Fanconi Anemia Type I;Bone marrow failure				32086639;32048120		False	1	0;0;0	2.465	False		ENSG00000140525	ENSG00000140525	HGNC:25568													
FANCM	gene	FANCM	IUIS Classification December 2019	Primary immunodeficiency			BIALLELIC, autosomal or pseudoautosomal	Bone marrow failure;Normal to low NK, CNS, skeletal, skin, cardiac, GI, urogenital anomalies, increased chromosomal breakage;Fanconi Anemia Type M				32086639;32048120		False	1	0;0;0	2.465	False		ENSG00000187790	ENSG00000187790	HGNC:23168													
FBF1	gene	FBF1	Expert Review Red;Victorian Clinical Genetics Services	Primary immunodeficiency										False	1	0;0;100	2.465	False		ENSG00000188878	ENSG00000188878	HGNC:24674													
FBRS	gene	FBRS	Literature	Primary immunodeficiency			Unknown	primary immunodeficiency						False	1	0;0;100	2.465	False		ENSG00000156860	ENSG00000156860	HGNC:20442													
FCGR1A	gene	FCGR1A	ESID Registry 20171117;Expert Review Red	Primary immunodeficiency				Fc receptor deficiencies						False	1	0;50;50	2.465	False		ENSG00000150337	ENSG00000150337	HGNC:3613													
FCGR2A	gene	FCGR2A	ESID Registry 20171117;Expert Review Red	Primary immunodeficiency				Fc receptor deficiencies						False	1	0;50;50	2.465	False		ENSG00000143226	ENSG00000143226	HGNC:3616													
FCGR2B	gene	FCGR2B	ESID Registry 20171117;Expert Review Red	Primary immunodeficiency				Fc receptor deficiencies						False	1	0;50;50	2.465	False		ENSG00000072694	ENSG00000072694	HGNC:3618													
FCGR3B	gene	FCGR3B	Congenital neutropaenia v1.22;ESID Registry 20171117;Expert Review Red;GRID V2.0	Primary immunodeficiency			Unknown	Neutropenia,alloimmuneneonatal;Neutropenia, alloimmune neonatal;Fc receptor deficiencies;Neutropenia, autoimmune neonatal;Neutropenia, autoimmune neonatal				1978690		False	1	0;33;67	2.465	False		ENSG00000162747	ENSG00000162747	HGNC:3620													
FCGRT	gene	FCGRT	ESID Registry 20171117;Expert Review Red	Primary immunodeficiency				Fc receptor deficiencies						False	1	0;50;50	2.465	False		ENSG00000104870	ENSG00000104870	HGNC:3621													
FCN3	gene	FCN3	ESID Registry 20171117;Expert Review Red;GRID V2.0;IUIS Classification December 2019;IUIS Classification February 2018;Victorian Clinical Genetics Services	Primary immunodeficiency			BIALLELIC, autosomal or pseudoautosomal	Respiratory infections, abscesses;Immunodeficiency due to ficolin 3 deficiency, 613860;Complement Deficiencies;Ficolin3 deficiency				22226667;32048120;20971976;19535802;25662573;32086639		False	1	0;0;100	2.465	False		ENSG00000142748	ENSG00000142748	HGNC:3625													
FERMT1	gene	FERMT1	IUIS Classification December 2019	Primary immunodeficiency			BIALLELIC, autosomal or pseudoautosomal	Kindler syndrome, 173650;FERMT1 deficiency (Kindler syndrome);Diseases of Immune Dysregulation;Dermatosis characterized by congenital blistering, skin atrophy, photosensitivity, skin fragility, and scaling				32086639;32048120;21936020		False	1	0;100;0	2.465	False		ENSG00000101311	ENSG00000101311	HGNC:15889													
FOXM1	gene	FOXM1	Literature	Primary immunodeficiency			Unknown	primary immunodeficiency						False	1	0;0;100	2.465	False		ENSG00000111206	ENSG00000111206	HGNC:3818													
FPR2	gene	FPR2	ESID Registry 20171117;Expert Review Red	Primary immunodeficiency				Localized juvenile peridontitis						False	1	0;50;50	2.465	False		ENSG00000171049	ENSG00000171049	HGNC:3827													
FPR3	gene	FPR3	ESID Registry 20171117;Expert Review Red	Primary immunodeficiency				Localized juvenile peridontitis						False	1	0;50;50	2.465	False		ENSG00000187474	ENSG00000187474	HGNC:3828													
GAD1	gene	GAD1	A- or hypo-gammaglobulinaemia v1.25;Expert Review Red	Primary immunodeficiency			BIALLELIC, autosomal or pseudoautosomal	?Cerebral palsy, spastic quadriplegic, 1, 603513						False	1	0;0;100	2.465	False		ENSG00000128683	ENSG00000128683	HGNC:4092													
GIMAP6	gene	GIMAP6	Expert Review Red;Literature	Primary immunodeficiency			BIALLELIC, autosomal or pseudoautosomal	Lymphopenia;Sinopulmonary Infections				33328581		False	1	0;0;100	2.465	False		ENSG00000133561	ENSG00000133561	HGNC:21918													
GTF2H5	gene	GTF2H5	London North GLH;NHS GMS;North West GLH	Primary immunodeficiency										False	1	0;0;100	2.465	False		ENSG00000272047	ENSG00000272047	HGNC:21157													
HMOX1	gene	HMOX1	Expert Review Red;IUIS Classification February 2018	Primary immunodeficiency			BIALLELIC, autosomal or pseudoautosomal	Hemolysis, nephritis, inflammation;Defects in Intrinsic and Innate Immunity;amyloidosis				9884342;21088618		False	1	0;0;100	2.465	False		ENSG00000100292	ENSG00000100292	HGNC:5013													
HS3ST6	gene	HS3ST6	Expert Review Red;Literature	Primary immunodeficiency			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	?Angioedema, hereditary, 8, OMIM:619367				33508266		False	1	0;0;100	2.465	False		ENSG00000162040	ENSG00000162040	HGNC:14178													
HYOU1	gene	HYOU1	Expert Review Red;IUIS Classification December 2019;IUIS Classification February 2018	Primary immunodeficiency			BIALLELIC, autosomal or pseudoautosomal	Hypoglycemia, inflammatory complications;Congenital defects of phagocyte number or function;Immunodeficiency 59 and hypoglycemia, 233600				32048120;32086639;27913302		False	1	0;0;100	2.465	False		ENSG00000149428	ENSG00000149428	HGNC:16931													
ICOSLG	gene	ICOSLG	Expert Review Red;IUIS Classification December 2019;Victorian Clinical Genetics Services	Primary immunodeficiency			BIALLELIC, autosomal or pseudoautosomal	Recurrent bacterial and viral infections;Immunodeficiencies affecting cellular and humoral immunity				32086639;32048120;30498080;31532372;30463956		False	1	0;67;33	2.465	False		ENSG00000160223	ENSG00000160223	HGNC:17087													
IFNAR2	gene	IFNAR2	Expert Review Red;IUIS Classification December 2019;IUIS Classification February 2018	Primary immunodeficiency			BIALLELIC, autosomal or pseudoautosomal	Defects in Intrinsic and Innate Immunity;Severe viral infections (disseminated vaccine-strain measles, HHV6);?Immunodeficiency 45, 616669				32048120;26424569;32086639		False	1	0;0;100	2.465	False		ENSG00000159110	ENSG00000159110	HGNC:5433													
IFNG	gene	IFNG	Expert Review Red;Literature	Primary immunodeficiency			BIALLELIC, autosomal or pseudoautosomal	Mendelian susceptibility to mycobacterial disease				32163377		False	1	0;0;100	2.465	False		ENSG00000111537	ENSG00000111537	HGNC:5438													
IGHG2	gene	IGHG2	ESID Registry 20171117;Expert Review Red	Primary immunodeficiency				Immunoglobulin chain deficiencies						False	1	0;50;50	2.465	False		ENSG00000211893	ENSG00000211893	HGNC:5526													
IKZF3	gene	IKZF3	Expert Review Red;Literature	Primary immunodeficiency			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	B cell deficiency;EBV inefctions suspectibility;hypogammaglobulinemia				34155405		False	1	0;0;100	2.465	False		ENSG00000161405	ENSG00000161405	HGNC:13178													
IL12RB2	gene	IL12RB2	Expert list;Expert Review Red	Primary immunodeficiency			BIALLELIC, autosomal or pseudoautosomal	Susceptibility to mycobacteria and Salmonella				30578351;31953710		False	1	0;0;100	2.465	False		ENSG00000081985	ENSG00000081985	HGNC:5972													
IL17A	gene	IL17A	Expert Review Red;GRID V2.0	Primary immunodeficiency				Immunodeficiency 5;Arthritis						False	1	0;50;50	2.465	False		ENSG00000112115	ENSG00000112115	HGNC:5981													
IL18	gene	IL18	ESID Registry 20171117;Expert Review Red	Primary immunodeficiency				Defects with susceptibility to mycobacterial infection (MSMD)						False	1	0;50;50	2.465	False		ENSG00000150782	ENSG00000150782	HGNC:5986													
IL18BP	gene	IL18BP	Expert list;Expert Review Red	Primary immunodeficiency			BIALLELIC, autosomal or pseudoautosomal	"{?Hepatitis, fulminant viral, susceptibility to}	618549"				31213488;31953710		False	1	0;0;100	2.465	False		ENSG00000137496	ENSG00000137496	HGNC:5987													
IL22	gene	IL22	Expert Review Red;GRID V2.0	Primary immunodeficiency			BIALLELIC, autosomal or pseudoautosomal	AutoAb Chronic Mucocutaneous Candidiasis						False	1	0;50;50	2.465	False		ENSG00000127318	ENSG00000127318	HGNC:14900													
IL23A	gene	IL23A	ESID Registry 20171117;Expert Review Red	Primary immunodeficiency				Defects with susceptibility to mycobacterial infection (MSMD)						False	1	0;50;50	2.465	False		ENSG00000110944	ENSG00000110944	HGNC:15488													
IL23R	gene	IL23R	Expert list;Expert Review Red	Primary immunodeficiency			BIALLELIC, autosomal or pseudoautosomal	Susceptibility to mycobacteria and Salmonella				30578351;31953710		False	1	0;0;100	2.465	False		ENSG00000162594	ENSG00000162594	HGNC:19100													
IL31RA	gene	IL31RA	Expert Review Red;London North GLH;NHS GMS	Primary immunodeficiency			MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	?Amyloidosis, primary localized cutaneous 2, 613955						False	1	0;0;0	2.465	False		ENSG00000164509	ENSG00000164509	HGNC:18969													
IL37	gene	IL37	Expert Review Red;Literature	Primary immunodeficiency			BIALLELIC, autosomal or pseudoautosomal	Infantile inflammatory bowel disease				33674380		False	1	0;0;100	2.465	False		ENSG00000125571	ENSG00000125571	HGNC:15563													
IL6	gene	IL6	Literature	Primary immunodeficiency			Unknown	Potential marker for respiratory failure when infected with COVID-19				medRxiv 2020.04.01.20047381;doi: https://doi.org/10.1101/2020.04.01.20047381		False	1	0;0;100	2.465	False		ENSG00000136244	ENSG00000136244	HGNC:6018													
IRAK1	gene	IRAK1	Expert Review Red;IUIS Classification December 2019;IUIS Classification February 2018	Primary immunodeficiency			X-LINKED: hemizygous mutation in males, biallelic mutations in females	Defects in Intrinsic and Innate Immunity;Bacterial infections, X-linked MECP2 deficiency-related syndrome due to a large de novo Xq28 chromosomal deletion encompassing both MECP2 and IRAK1				32048120;28069966;32086639		False	1	0;0;100	2.465	False		ENSG00000184216	ENSG00000184216	HGNC:6112													
IRF2BP2	gene	IRF2BP2	Expert Review Red;IUIS Classification December 2019;IUIS Classification February 2018	Primary immunodeficiency			MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Recurrent infections, possible autoimmunity and inflammatory disease;CVID;Predominantly Antibody Deficiencies				32048120;27016798;32086639		False	1	0;0;100	2.465	False		ENSG00000168264	ENSG00000168264	HGNC:21729													
IRF4	gene	IRF4	Expert list;Expert Review Red	Primary immunodeficiency			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Whipple's disease;[Skin/hair/eye pigmentation, variation in, 8] 611724				29537367;31953710		False	1	0;0;100	2.465	False		ENSG00000137265	ENSG00000137265	HGNC:6119													
ITGAM	gene	ITGAM	Expert Review Red;GRID V2.0;Victorian Clinical Genetics Services	Primary immunodeficiency			Unknown	Systemic lupus erythematous						False	1	0;50;50	2.465	False		ENSG00000169896	ENSG00000169896	HGNC:6149													
JAK1	gene	JAK1	Expert Review Red;IUIS Classification December 2019;IUIS Classification February 2018;Other	Primary immunodeficiency			MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Susceptibility to mycobacteria and viruses, urothelial carcinoma;Hypereosinophilic syndrome;Defects in Intrinsic and Innate Immunity;Diseases of Immune Dysregulation;HSM, eosinophilic enteritis, thyroid disease, poor growth, viral infections;HSM, eosinophilia, eosinophilic enteritis, thyroid disease, poor growth, viral infections				32086639;28111307;32048120		False	1	0;0;100	2.465	False	Other - please provide details in the comments	ENSG00000162434	ENSG00000162434	HGNC:6190													
KDM6A	gene	KDM6A	Expert Review Red;IUIS Classification December 2019;IUIS Classification February 2018;Other	Primary immunodeficiency			X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)	Typical facial abnormalities, cleft or high arched palate, skeletal abnormalities, short stature, intellectual disability, congenital heart defects, recurrent infections (otitis media, pneumonia) in 50% of patients. Autoimmunity may be present;Kabuki Syndrome 2 due to KDM6A deficiency;Combined immunodeficiencies with associated or syndromic features				25142838;15523604;32048120;25546742;15887282;32086639;26411453;22197486;23076834		False	1	50;50;0	2.465	False		ENSG00000147050	ENSG00000147050	HGNC:12637													
KMT2A	gene	KMT2A	ESID Registry 20171117;Expert Review Red;IUIS Classification December 2019	Primary immunodeficiency			MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Wiedemann-Steiner syndrome with Congenital immunodeficiency;Unclassified antibody deficiency;Respiratory infections, short stature, hypertelorism, hairy elbows, developmental delay, intellectual disability;Combined immunodeficiencies with associated or syndromic features				32048120;27320412;32086639		False	1	0;50;50	2.465	False		ENSG00000118058	ENSG00000118058	HGNC:7132													
